"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"r10cf67d1t","http://193.205.194.113/RAISE/NEF/r10cf67d1t.NEF","http://193.205.194.113/RAISE/TIFF/r10cf67d1t.TIF","9/21/2014 9:22","6/21/2013 9:42","20.5 MB","L (4928 x 3264)","42:55.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/8","1/500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r6ee87bd5t","http://193.205.194.113/RAISE/NEF/r6ee87bd5t.NEF","http://193.205.194.113/RAISE/TIFF/r6ee87bd5t.TIF","9/21/2014 9:23","6/21/2013 10:08","19.0 MB","L (4928 x 3264)","08:45.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","Manual","Single","ON","OFF","f/8","1/250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r7848810et","http://193.205.194.113/RAISE/NEF/r7848810et.NEF","http://193.205.194.113/RAISE/TIFF/r7848810et.TIF","9/21/2014 9:24","6/21/2013 10:56","17.9 MB","L (4928 x 3264)","56:46.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","Manual","Single","ON","OFF","f/7.1","1/160s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"rba289704t","http://193.205.194.113/RAISE/NEF/rba289704t.NEF","http://193.205.194.113/RAISE/TIFF/rba289704t.TIF","9/21/2014 9:24","6/21/2013 10:57","17.6 MB","L (4928 x 3264)","57:40.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","105mm","Manual","Single","ON","OFF","f/5.6","1/200s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"rd75bbb6bt","http://193.205.194.113/RAISE/NEF/rd75bbb6bt.NEF","http://193.205.194.113/RAISE/TIFF/rd75bbb6bt.TIF","9/21/2014 9:24","6/21/2013 10:58","16.8 MB","L (4928 x 3264)","58:15.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","150mm","AF-A","Dynamic","ON","OFF","f/5.6","1/250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"rbfcf5bdet","http://193.205.194.113/RAISE/NEF/rbfcf5bdet.NEF","http://193.205.194.113/RAISE/TIFF/rbfcf5bdet.TIF","9/21/2014 9:24","6/21/2013 10:59","18.0 MB","L (4928 x 3264)","59:29.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","AF-A","Dynamic","ON","OFF","f/5.6","1/200s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r733b36a7t","http://193.205.194.113/RAISE/NEF/r733b36a7t.NEF","http://193.205.194.113/RAISE/TIFF/r733b36a7t.TIF","9/21/2014 9:24","6/21/2013 11:15","21.7 MB","L (4928 x 3264)","15:42.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/100s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"rc655b15dt","http://193.205.194.113/RAISE/NEF/rc655b15dt.NEF","http://193.205.194.113/RAISE/TIFF/rc655b15dt.TIF","9/21/2014 9:24","6/21/2013 11:17","21.1 MB","L (4928 x 3264)","17:48.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/160s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"rbd6c8020t","http://193.205.194.113/RAISE/NEF/rbd6c8020t.NEF","http://193.205.194.113/RAISE/TIFF/rbd6c8020t.TIF","9/21/2014 9:24","6/21/2013 11:17","19.7 MB","L (4928 x 3264)","17:50.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/320s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"ra81178d3t","http://193.205.194.113/RAISE/NEF/ra81178d3t.NEF","http://193.205.194.113/RAISE/TIFF/ra81178d3t.TIF","9/21/2014 9:24","6/21/2013 11:22","17.8 MB","L (4928 x 3264)","22:09.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","Manual","Single","ON","OFF","f/5.6","1/125s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r0bdc7894t","http://193.205.194.113/RAISE/NEF/r0bdc7894t.NEF","http://193.205.194.113/RAISE/TIFF/r0bdc7894t.TIF","9/21/2014 9:24","6/21/2013 11:22","17.6 MB","L (4928 x 3264)","22:51.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","Manual","Single","ON","OFF","f/5.6","1/250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"ra71f072et","http://193.205.194.113/RAISE/NEF/ra71f072et.NEF","http://193.205.194.113/RAISE/TIFF/ra71f072et.TIF","9/21/2014 9:24","6/21/2013 11:23","17.6 MB","L (4928 x 3264)","23:56.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","Manual","Single","ON","OFF","f/5.6","1/80s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r6776a0abt","http://193.205.194.113/RAISE/NEF/r6776a0abt.NEF","http://193.205.194.113/RAISE/TIFF/r6776a0abt.TIF","9/21/2014 9:24","6/21/2013 11:24","17.7 MB","L (4928 x 3264)","24:39.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","Manual","Single","ON","OFF","f/5.6","1/60s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r337b44e7t","http://193.205.194.113/RAISE/NEF/r337b44e7t.NEF","http://193.205.194.113/RAISE/TIFF/r337b44e7t.TIF","9/21/2014 9:25","6/21/2013 11:46","20.5 MB","L (4928 x 3264)","46:07.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","52mm","AF-A","Dynamic","ON","OFF","f/5.6","1/500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r806fffc5t","http://193.205.194.113/RAISE/NEF/r806fffc5t.NEF","http://193.205.194.113/RAISE/TIFF/r806fffc5t.TIF","9/21/2014 9:25","6/21/2013 11:56","21.4 MB","L (4928 x 3264)","56:48.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/5.6","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r1cfc8ddat","http://193.205.194.113/RAISE/NEF/r1cfc8ddat.NEF","http://193.205.194.113/RAISE/TIFF/r1cfc8ddat.TIF","9/21/2014 9:25","6/21/2013 11:56","21.4 MB","L (4928 x 3264)","56:55.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","AF-A","Dynamic","ON","OFF","f/5.6","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"raee7ec97t","http://193.205.194.113/RAISE/NEF/raee7ec97t.NEF","http://193.205.194.113/RAISE/TIFF/raee7ec97t.TIF","9/21/2014 9:25","6/21/2013 11:56","21.6 MB","L (4928 x 3264)","56:58.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","AF-A","Dynamic","ON","OFF","f/5.6","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, A1, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r99848db3t","http://193.205.194.113/RAISE/NEF/r99848db3t.NEF","http://193.205.194.113/RAISE/TIFF/r99848db3t.TIF","9/21/2014 9:25","6/21/2013 12:11","20.8 MB","L (4928 x 3264)","11:40.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/3.5","1/60s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r3f7b7c49t","http://193.205.194.113/RAISE/NEF/r3f7b7c49t.NEF","http://193.205.194.113/RAISE/TIFF/r3f7b7c49t.TIF","9/21/2014 9:25","6/21/2013 12:11","20.9 MB","L (4928 x 3264)","11:45.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/3.5","1/80s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"rdb77f090t","http://193.205.194.113/RAISE/NEF/rdb77f090t.NEF","http://193.205.194.113/RAISE/TIFF/rdb77f090t.TIF","9/21/2014 9:25","6/21/2013 12:11","20.5 MB","L (4928 x 3264)","11:51.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/3.5","1/50s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r854e9aa8t","http://193.205.194.113/RAISE/NEF/r854e9aa8t.NEF","http://193.205.194.113/RAISE/TIFF/r854e9aa8t.TIF","9/21/2014 9:25","6/21/2013 12:12","21.2 MB","L (4928 x 3264)","12:25.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/3.5","1/1000s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r99dd6a77t","http://193.205.194.113/RAISE/NEF/r99dd6a77t.NEF","http://193.205.194.113/RAISE/TIFF/r99dd6a77t.TIF","9/21/2014 9:25","6/21/2013 12:14","20.5 MB","L (4928 x 3264)","14:39.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/3.5","1/100s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"re3e89c57t","http://193.205.194.113/RAISE/NEF/re3e89c57t.NEF","http://193.205.194.113/RAISE/TIFF/re3e89c57t.TIF","9/21/2014 9:25","6/21/2013 12:14","20.7 MB","L (4928 x 3264)","14:48.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","27mm","AF-A","Dynamic","ON","OFF","f/4","1/60s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"ra21db26ct","http://193.205.194.113/RAISE/NEF/ra21db26ct.NEF","http://193.205.194.113/RAISE/TIFF/ra21db26ct.TIF","9/21/2014 9:25","6/21/2013 12:15","20.7 MB","L (4928 x 3264)","15:57.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/3.5","1/2500s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r77de860ct","http://193.205.194.113/RAISE/NEF/r77de860ct.NEF","http://193.205.194.113/RAISE/TIFF/r77de860ct.TIF","9/21/2014 9:25","6/21/2013 12:16","20.1 MB","L (4928 x 3264)","16:10.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic","ON","OFF","f/3.5","1/1250s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r8afcb5cbt","http://193.205.194.113/RAISE/NEF/r8afcb5cbt.NEF","http://193.205.194.113/RAISE/TIFF/r8afcb5cbt.TIF","9/21/2014 9:26","6/21/2013 13:34","22.9 MB","L (4928 x 3264)","34:25.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","36mm","AF-A","Dynamic","ON","OFF","f/6.3","1/640s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r5a1c030ct","http://193.205.194.113/RAISE/NEF/r5a1c030ct.NEF","http://193.205.194.113/RAISE/TIFF/r5a1c030ct.TIF","9/21/2014 9:26","6/21/2013 13:34","23.1 MB","L (4928 x 3264)","34:29.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","32mm","AF-A","Dynamic","ON","OFF","f/6.3","1/640s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r4392c1f5t","http://193.205.194.113/RAISE/NEF/r4392c1f5t.NEF","http://193.205.194.113/RAISE/TIFF/r4392c1f5t.TIF","9/21/2014 9:26","6/21/2013 13:34","21.2 MB","L (4928 x 3264)","34:32.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","150mm","AF-A","Dynamic","ON","OFF","f/6.3","1/500s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, A2, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","5","1","1","1","0","","","","","","","","","","","","","","","","","nature; outdoor"
"r987211f4t","http://193.205.194.113/RAISE/NEF/r987211f4t.NEF","http://193.205.194.113/RAISE/TIFF/r987211f4t.TIF","9/21/2014 9:27","3/7/2013 12:53","19.6 MB","L (4928 x 3264)","53:26.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","Manual","Single","ON","OFF","f/3.5","1/800s","Aperture Priority","0EV","","Matrix","ISO 640","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","9","3","1","0","0","","","","","","","","","","","","","","","","","buildings; outdoor"
